Plant code;Primary Plant activity;Audit code;Audit date;Audit nature;Audit schedule type;Non-verified NCs;Non-verified Business Critical NCs;Non-verified Critical NCs;Non-verified Major NCs;Non-verified Minor NCs;Overdue non-verified NCs;Country/Region
XXX1000063544;Warehousing and storage;XXXA600123684;10/04/2025;Full initial audit;Announced;1;0;0;0;1;1;United States
XXX1000063825;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1000063943;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1000064138;Manufacture of other food products n.e.c.;XXXA600135309;03/06/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;China
XXX1000064605;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600166339;06/11/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Pakistan
XXX1000064816;Manufacture of other chemical products n.e.c.;;;;;;;;;;;Mexico
XXX1000064822;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000065118;Manufacture of plastics products;;;;;;;;;;;Egypt
XXX1000065141;Other manufacturing n.e.c.;;;;;;;;;;;South Africa
XXX1000065517;Manufacture of other food products n.e.c.;XXXA600152516;28/08/2025;Full initial audit;Semi-announced;2;0;2;0;0;2;Brazil
XXX1000065523;Manufacture of other food products n.e.c.;;;;;;;;;;;Brazil
XXX1000065562;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000066373;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600198055;15/04/2026;Periodic audit;Announced;6;0;1;3;2;2;Viet Nam
XXX1000066512;Manufacture of pulp, paper and paperboard;;;;;;;;;;;Mexico
XXX1000066668;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000066746;Printing;;;;;;;;;;;Belgium
XXX1000067355;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;;;;;;;;;;;Argentina
XXX1000067411;Manufacture of other chemical products n.e.c.;;;;;;;;;;;Japan
XXX1000067500;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Mexico
XXX1000067685;Manufacture of sugar;;;;;;;;;;;United States
XXX1000067689;Manufacture of starches and starch products;;;;;;;;;;;Argentina
XXX1000067720;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Mexico
XXX1000067854;Manufacture of other food products n.e.c.;;;;;;;;;;;Brazil
XXX1000067855;Manufacture of other food products n.e.c.;;;;;;;;;;;Mexico
XXX1000067856;Manufacture of other articles of paper and paperboard;;;;;;;;;;;Mexico
XXX1000067858;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600137915;19/02/2026;Full initial audit;Announced;6;0;0;1;5;6;Canada
XXX1000067865;Manufacture of other food products n.e.c.;;;;;;;;;;;Mexico
XXX1000067867;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000067971;Manufacture of dairy products;;;;;;;;;;;Argentina
XXX1000068113;Manufacture of other food products n.e.c.;XXXA600155758;16/09/2025;Full initial audit;Semi-announced;4;0;0;3;1;4;United States
XXX1000068154;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000068440;Manufacture of pulp, paper and paperboard;XXXA600172258;02/12/2025;Full initial audit;Announced;2;1;1;0;0;2;Bahrain
XXX1000068681;Service activities related to printing;;;;;;;;;;;Mexico
XXX1000068681;Service activities related to printing;;;;;;;;;;;Mexico
XXX1000068689;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Canada
XXX1000068703;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600168849;13/11/2025;Full initial audit;Semi-announced;5;0;1;4;0;5;Canada
XXX1000068860;Other food service activities;;;;;;;;;;;Germany
XXX1000068944;Manufacture of other chemical products n.e.c.;;;;;;;;;;;Korea, Republic of
XXX1000068992;Temporary employment agency activities;;;;;;;;;;;Germany
XXX1000069030;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Canada
XXX1000069200;Manufacture of bakery products;;;;;;;;;;;Peru
XXX1000069389;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000069768;Manufacture of furniture;;;;;;;;;;;Spain
XXX1000069825;Manufacture of other food products n.e.c.;XXXA600171153;08/12/2025;Full initial audit;Semi-announced;2;0;1;1;0;2;United States
XXX1000070114;Manufacture of sugar;XXXA600194862;07/04/2026;Partial follow-up audit;Announced;22;0;3;13;6;9;Mexico
XXX1000070401;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Mexico
XXX1000070481;;;;;;;;;;;;South Africa
XXX1000070518;Growing of cereals (except rice);;;;;;;;;;;United States
XXX1000070520;Growing of cereals (except rice);;;;;;;;;;;United States
XXX1000070568;Manufacture of dairy products;XXXA600138499;01/07/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Ukraine
XXX1000070593;Growing of cereals (except rice);;;;;;;;;;;United States
XXX1000070594;Growing of cereals (except rice);;;;;;;;;;;United States
XXX1000071019;Manufacture of pharmaceuticals, medicinal chemical and botanical products;;;;;;;;;;;United Kingdom
XXX1000071045;Manufacture of cocoa, chocolate and sugar confectionery;;;;;;;;;;;Peru
XXX1000071053;Manufacture of other chemical products n.e.c.;XXXA600132451;20/05/2025;Full initial audit;Announced;3;0;0;1;2;3;Mexico
XXX1000071112;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600150334;13/08/2025;Full initial audit;Announced;13;0;3;4;6;13;Brazil
XXX1000071163;Manufacture of plastics products;XXXA600177956;05/01/2026;Full initial audit;Announced;2;0;0;1;1;2;China
XXX1000071182;Manufacture of plastics products;;;;;;;;;;;Brazil
XXX1000071613;Manufacture of other articles of paper and paperboard;;;;;;;;;;;United States
XXX1000071769;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Peru
XXX1000071958;Manufacture of grain mill products;XXXA600189901;14/04/2026;Full initial audit;Announced;6;0;0;5;1;0;Italy
XXX1000072501;Manufacture of dairy products;;;;;;;;;;;Argentina
XXX1000072589;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600153643;17/09/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Malaysia
XXX1000072669;Manufacture of sugar;;;;;;;;;;;India
XXX1000072693;Warehousing and storage;XXXA600159737;29/09/2025;Full initial audit;Announced;3;0;0;3;0;3;China
XXX1000072874;Manufacture of basic iron and steel;XXXA600191573;17/03/2026;Full initial audit;Announced;2;0;2;0;0;2;Viet Nam
XXX1000072971;Manufacture of grain mill products;;;;;;;;;;;United States
XXX1000072981;Manufacture of other articles of paper and paperboard;XXXA600164014;03/11/2025;Full initial audit;Semi-announced;2;0;0;2;0;2;United States
XXX1000073;Printing;XXXA600131881;19/05/2025;Periodic audit;Announced;2;0;0;2;0;2;Argentina
XXX1000073061;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600129765;01/05/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;India
XXX1000073486;Manufacture of other food products n.e.c.;;;;;;;;;;;United States
XXX1000073492;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000073608;Warehousing and storage;XXXA600165976;05/11/2025;Full initial audit;Announced;2;0;0;0;2;2;Portugal
XXX1000073802;Processing and preserving of fruit and vegetables;;;;;;;;;;;Mexico
XXX1000073804;Manufacture of plastics products;;;;;;;;;;;Peru
XXX1000073900;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1000074136;Manufacture of sugar;XXXA600173956;08/01/2026;Full initial audit;Announced;41;0;5;25;11;41;United States
XXX1000074778;Warehousing and storage;;;;;;;;;;;Mexico
XXX1000074960;Warehousing and storage;;;;;;;;;;;United Kingdom
XXX1000074973;Manufacture of grain mill products;;;;;;;;;;;United States
XXX1000075192;Construction of buildings;;;;;;;;;;;Greece
XXX1000075257;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600146492;21/07/2025;Full initial audit;Announced;2;0;0;2;0;2;India
XXX1000075375;Courier activities;XXXA600152763;08/10/2025;Full initial audit;Announced;3;0;1;1;1;3;United Kingdom
XXX1000075429;;;;;;;;;;;;
XXX1000075563;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Argentina
XXX1000075829;Manufacture of vegetable and animal oils and fats;XXXA600159661;29/09/2025;Full initial audit;Semi-announced;8;0;5;3;0;8;India
XXX1000076318;Manufacture of sugar;;;;;;;;;;;China
XXX1000076423;Manufacture of plastics products;;;;;;;;;;;Argentina
XXX1000076549;Manufacture of dairy products;;;;;;;;;;;Brazil
XXX1000076696;Manufacture of grain mill products;;;;;;;;;;;Canada
XXX1000076739;Manufacture of other food products n.e.c.;;;;;;;;;;;United States
XXX1000076742;Manufacture of spices, sauces and condiments;;;;;;;;;;;Canada
XXX1000077;Manufacture of plastics products;XXXA600153566;03/09/2025;Partial follow-up audit;Announced;3;0;0;2;1;3;Argentina
XXX1000077338;Other manufacturing n.e.c.;;;;;;;;;;;Mexico
XXX1000077339;Other manufacturing n.e.c.;;;;;;;;;;;Mexico
XXX1000077512;Manufacture of other food products n.e.c.;;;;;;;;;;;Mexico
XXX1000077634;Raising of other animals;;;;;;;;;;;Ireland, Republic of
XXX1000077685;Manufacture of starches and starch products;XXXA600189902;15/04/2026;Full initial audit;Announced;8;0;0;5;3;1;Italy
XXX1000077729;Manufacture of other food products n.e.c.;XXXA600146697;22/07/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Pakistan
XXX1000077757;Manufacture of other articles of paper and paperboard;;;;;;;;;;;Mexico
XXX1000077893;Printing;;;;;;;;;;;Egypt
XXX1000078042;Manufacture of dairy products;;;;;;;;;;;Spain
XXX1000078470;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Mexico
XXX1000078538;Manufacture of other food products n.e.c.;;;;;;;;;;;China
XXX1000078660;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1000078745;Manufacture of dairy products;;;;;;;;;;;Germany
XXX1000078756;Manufacture of dairy products;;;;;;;;;;;Germany
XXX1000079093;Warehousing and storage;;;;;;;;;;;China
XXX1000079522;Manufacture of other food products n.e.c.;;;;;;;;;;;China
XXX1000079560;Manufacture of sugar;XXXA600145690;22/09/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Czech Republic
XXX1000079567;Manufacture of other food products n.e.c.;XXXA600193079;28/04/2026;Full initial audit;Semi-announced;5;0;2;3;0;2;Canada
XXX1000079582;Warehousing and storage;XXXA600168676;18/11/2025;Full initial audit;Announced;3;0;0;2;1;3;Chile
XXX1000079582;Warehousing and storage;XXXA600168676;18/11/2025;Full initial audit;Announced;3;0;0;2;1;3;Chile
XXX1000079689;Manufacture of plastics products;;;;;;;;;;;Brazil
XXX1000080212;Manufacture of other food products n.e.c.;;;;;;;;;;;Mexico
XXX1000080733;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000080867;Manufacture of dairy products;XXXA600163467;21/10/2025;Full initial audit;Announced;0;0;0;0;0;0;Argentina
XXX1000080962;Manufacture of grain mill products;;;;;;;;;;;Argentina
XXX1000081260;Other post-harvest crop activities;;;;;;;;;;;Canada
XXX1000081838;Other manufacturing n.e.c.;;;;;;;;;;;Bahrain
XXX1000082292;Manufacture of plastics products;;;;;;;;;;;Brazil
XXX1000083292;Manufacture of plastics products;;;;;;;;;;;United States
XXX1000083354;Manufacture of spices, sauces and condiments;;;;;;;;;;;China
XXX1000083449;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Argentina
XXX1000083464;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Mexico
XXX1000083521;Manufacture of vegetable and animal oils and fats;XXXA600168735;27/11/2025;Full initial audit;Announced;2;0;2;0;0;2;Indonesia
XXX1000084327;"Manufacture of soft drinks; production of mineral waters and other bottled waters";;;;;;;;;;;Argentina
XXX1000085518;Manufacture of sugar;XXXA600178763;06/01/2026;Full initial audit;Semi-announced;0;0;0;0;0;0;India
XXX1000085745;Manufacture of plastics products;;;;;;;;;;;Mexico
XXX1000086182;Manufacture of starches and starch products;;;;;;;;;;;Argentina
XXX1000086619;Manufacture of vegetable and animal oils and fats;;;;;;;;;;;Argentina
XXX1000086786;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Mexico
XXX1000087467;Manufacture of other food products n.e.c.;;;;;;;;;;;Lithuania
XXX1000087517;Manufacture of vegetable and animal oils and fats;XXXA600170007;24/11/2025;Full initial audit;Announced;1;0;0;1;0;1;Indonesia
XXX1000088249;Manufacture of dairy products;;;;;;;;;;;Spain
XXX1000088911;Raising of poultry;;;;;;;;;;;Viet Nam
XXX1000089;Warehousing and storage;XXXA600183348;29/01/2026;Partial follow-up audit;Announced;0;0;0;0;0;0;Nigeria
XXX1000089198;Manufacture of basic iron and steel;;;;;;;;;;;Bulgaria
XXX1000089543;Manufacture of plastics products;;;;;;;;;;;Argentina
XXX1000089832;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Canada
XXX1000089916;Manufacture of dairy products;;;;;;;;;;;Germany
XXX1000090354;Processing and preserving of fruit and vegetables;;;;;;;;;;;Canada
XXX1000090544;Manufacture of sugar;;;;;;;;;;;United States
XXX1000091765;Manufacture of sugar;;;;;;;;;;;India
XXX1000092642;Manufacture of sugar;;;;;;;;;;;United States
XXX1000092643;Manufacture of sugar;;;;;;;;;;;United States
XXX1000092758;Printing;XXXA600183315;03/02/2026;Full initial audit;Semi-announced;6;0;0;3;3;6;Egypt
XXX1000093101;Manufacture of spices, sauces and condiments;;;;;;;;;;;United States
XXX1000094208;Manufacture of dairy products;;;;;;;;;;;Argentina
XXX1000095;Manufacture of spices, sauces and condiments;XXXA131476478;08/12/2016;Periodic audit;Announced;0;0;0;0;0;0;Poland
XXX1000095401;Manufacture of sugar;;;;;;;;;;;India
XXX1000098441;Manufacture of pulp, paper and paperboard;;;;;;;;;;;United States
XXX1000098673;Manufacture of spices, sauces and condiments;XXXA600193622;26/03/2026;Full initial audit;Announced;0;0;0;0;0;0;China
XXX1000099854;Manufacture of dairy products;;;;;;;;;;;Poland
XXX1000101;Manufacture of dairy products;XXXA600027106;03/10/2023;Full initial audit;Announced;0;0;0;0;0;0;New Zealand
XXX1000101;Manufacture of dairy products;XXXA600027106;03/10/2023;Full initial audit;Announced;0;0;0;0;0;0;New Zealand
XXX1000103194;Manufacture of cocoa, chocolate and sugar confectionery;;;;;;;;;;;United Kingdom
XXX1000105721;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;United Kingdom
XXX1000105722;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;United Kingdom
XXX1000105724;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;United Kingdom
XXX1000105725;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;United Kingdom
XXX1000105726;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;United Kingdom
XXX1000107279;Manufacture of plastics products;;;;;;;;;;;South Africa
XXX1000107800;Manufacture of other food products n.e.c.;;;;;;;;;;;Lithuania
XXX1000107829;Manufacture of other food products n.e.c.;;;;;;;;;;;Hungary
XXX1000109;Manufacture of sugar;XXXA423246676;22/03/2023;Periodic audit;Announced;0;0;0;0;0;0;Poland
XXX1000109250;Printing;;;;;;;;;;;Turkey
XXX1000109311;Manufacture of plastics products;;;;;;;;;;;Italy
XXX1000109529;Manufacture of other food products n.e.c.;;;;;;;;;;;United Kingdom
XXX1000109902;Packaging activities;;;;;;;;;;;Netherlands
XXX1000109926;Manufacture of other chemical products n.e.c.;;;;;;;;;;;Argentina
XXX1000110332;Manufacture of bakery products;;;;;;;;;;;United States
XXX1000110820;Service activities related to printing;;;;;;;;;;;United Kingdom
XXX1000110820;Service activities related to printing;;;;;;;;;;;United Kingdom
XXX1000141;Manufacture of other food products n.e.c.;XXXA600135785;03/06/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX1000146;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600115570;24/02/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Australia
XXX1000166;Manufacture of other articles of paper and paperboard;XXXA600198779;24/04/2026;Full initial audit;Semi-announced;18;0;7;7;4;1;Pakistan
XXX1000168;Manufacture of sugar;XXXA600158476;07/01/2026;Full initial audit;Semi-announced;3;0;0;3;0;3;Poland
XXX1000169;Manufacture of sugar;XXXA600158458;16/12/2025;Full initial audit;Semi-announced;1;0;0;1;0;1;Germany
XXX1000170;Manufacture of sugar;XXXA600071215;28/06/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Germany
XXX1000175;Manufacture of malt liquors and malt;XXXA600172654;09/02/2026;Full initial audit;Semi-announced;7;0;1;5;1;7;Australia
XXX1000176;Manufacture of glass and glass products;;;;;;;;;;;Russian Federation
XXX1000177;Manufacture of other chemical products n.e.c.;;;;;;;;;;;Germany
XXX1000179;Manufacture of vegetable and animal oils and fats;XXXA600200121;04/05/2026;Periodic audit;Semi-announced;2;0;0;2;0;0;Brazil
XXX1000191;Other manufacturing n.e.c.;XXXA600127058;21/04/2025;Periodic audit;Semi-announced;3;0;1;2;0;3;Turkey
XXX1000217;;;;;;;;;;;;Canada
XXX1000233;Manufacture of vegetable and animal oils and fats;XXXA600191204;16/03/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Colombia
XXX1000247;Manufacture of sugar;XXXA600124550;19/05/2025;Periodic audit;Announced;0;0;0;0;0;0;France
XXX1000275;;;;;;;;;;;;India
XXX1000283;Manufacture of other chemical products n.e.c.;XXXA600192478;24/03/2026;Periodic audit;Semi-announced;11;0;7;4;0;7;Brazil
XXX1000298;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600108060;10/04/2025;Full initial audit;Announced;3;0;0;1;2;3;C̫te d'Ivoire
XXX1000298;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600108060;10/04/2025;Full initial audit;Announced;3;0;0;1;2;3;C̫te d'Ivoire
XXX1000314;Manufacture of plastics products;;;;;;;;;;;Poland
XXX1000317;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1000323;;;;;;;;;;;;Australia
XXX1000335;Manufacture of plastics products;XXXA1010029;23/04/2014;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX1000337;Renting and leasing of other machinery, equipment and tangible goods;XXXA600083373;19/09/2024;Partial follow-up audit;Announced;1;0;0;1;0;1;United Kingdom
XXX1000408;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600158842;17/11/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Italy
XXX1000468;Manufacture of other food products n.e.c.;;;;;;;;;;;China
XXX1000485;Manufacture of spices, sauces and condiments;XXXA600152683;06/10/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX1000543;Manufacture of other food products n.e.c.;XXXA600142715;01/07/2025;Full initial audit;Semi-announced;2;0;0;1;1;2;United States
XXX1000552;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX1000555;Manufacture of other food products n.e.c.;;;;;;;;;;;Spain
XXX1000557;Manufacture of other food products n.e.c.;XXXA600025294;13/09/2023;Full initial audit;Announced;1;0;0;1;0;1;South Africa
XXX1000586;Manufacture of glass and glass products;XXXA600092204;07/10/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Portugal
XXX1000625;;;;;;;;;;;;China
XXX1000626;Manufacture of dairy products;XXXA600107454;28/01/2025;Full initial audit;Announced;5;0;0;4;1;5;Italy
XXX1000631;Other publishing activities;;;;;;;;;;;France
XXX1000641;;;;;;;;;;;;Venezuela, Bolivarian Republic of
XXX1000650;Manufacture of basic chemicals;XXXA600157560;28/10/2025;Periodic audit;Announced;0;0;0;0;0;0;Germany
XXX1000662;Renting and leasing of other machinery, equipment and tangible goods;;;;;;;;;;;Canada
XXX1000678;Manufacture of grain mill products;XXXA600157165;17/09/2025;Full initial audit;Announced;0;0;0;0;0;0;Argentina
XXX1000683;Printing;XXXA405792394;07/12/2018;Full initial audit;Announced;0;0;0;0;0;0;United States
